date,account_id,segment,region,industry,product,channel,spend,impressions,clicks,leads,stage,opportunity_value,rep_id,cycle_days,status,renewal_flag,expansion_value
2029-04-30,A01368,SMB,NA,HealthTech,Add-on B,paid_search,367.18,3290,115,10,MQL,3120.16,R027,50,open,0,0.0
2029-05-01,A00366,Mid-Market,EMEA,FinTech,Core,outbound,36.37,432,0,0,Closed-Won,41653.66,R028,75,closed,0,12496.1
2029-05-02,A00319,SMB,EMEA,HealthTech,Core,partner,25.49,255,0,1,MQL,7346.83,R009,66,open,1,734.68
2029-05-03,A00514,Enterprise,APAC,Ecommerce,Core,partner,33.22,427,0,0,SQL,138439.71,R007,126,open,0,0.0
2029-05-04,A00705,Enterprise,NA,SaaS,Core,partner,45.54,756,0,0,MQL,112536.92,R007,117,open,0,0.0
2029-05-05,A01320,Mid-Market,NA,FinTech,Core,outbound,119.41,2378,0,0,SAL,30513.02,R031,85,open,1,0.0
2029-05-06,A01100,Mid-Market,APAC,AI/ML,Core,outbound,148.31,1546,0,0,SQL,30131.72,R031,74,open,1,0.0
2029-05-07,A00967,SMB,NA,SaaS,Core,events,525.67,5883,0,0,MQL,9410.04,R023,47,open,0,2823.01
2029-05-08,A01317,SMB,EMEA,AI/ML,Core,outbound,267.04,4599,0,0,MQL,6474.53,R024,63,open,0,0.0
2029-05-09,A00969,Mid-Market,APAC,AI/ML,Core,outbound,121.06,1363,0,0,SAL,31068.25,R029,57,open,1,3106.82
2029-05-10,A00569,SMB,EMEA,FinTech,Core,paid_search,65.63,1079,37,3,SQL,7489.52,R016,32,open,0,0.0
2029-05-11,A00620,SMB,NA,FinTech,Add-on A,paid_search,534.64,8020,280,36,MQL,2125.44,R033,38,open,0,0.0
2029-05-12,A00776,SMB,NA,FinTech,Core,outbound,95.0,1734,0,1,MQL,7602.56,R040,40,open,1,1520.51
2029-05-13,A00134,SMB,LATAM,HealthTech,Core,paid_social,144.85,1216,14,0,MQL,6465.32,R011,62,open,0,0.0
2029-05-14,A01112,SMB,NA,FinTech,Core,paid_social,327.73,6474,77,4,MQL,8054.27,R021,23,open,0,0.0
2029-05-15,A00979,Mid-Market,NA,Ecommerce,Core,paid_search,162.22,3174,111,14,Commit,40382.52,R014,74,open,0,0.0
2029-05-16,A01096,Enterprise,NA,FinTech,Add-on B,referral,20.97,173,0,0,MQL,55422.16,R015,111,open,0,0.0
2029-05-17,A00801,Mid-Market,NA,AI/ML,Core,partner,33.2,464,0,0,SAL,41882.33,R018,100,open,0,0.0
2029-05-18,A01174,Enterprise,LATAM,AI/ML,Core,outbound,219.0,2806,0,0,SQL,112434.84,R010,133,open,0,0.0
2029-05-19,A01424,SMB,NA,HealthTech,Add-on A,partner,8.23,90,0,1,Proposal,1697.97,R016,48,open,1,0.0
2029-05-20,A00855,Enterprise,NA,HealthTech,Core,referral,38.4,757,0,1,MQL,99337.85,R015,134,open,0,0.0
2029-05-21,A00667,Mid-Market,EMEA,SaaS,Add-on A,paid_search,925.75,9345,327,41,SAL,10034.82,R036,55,open,0,0.0
2029-05-22,A00157,SMB,NA,SaaS,Add-on B,paid_search,366.72,4093,143,19,SQL,3517.71,R013,75,open,0,351.77
2029-05-23,A01168,Enterprise,NA,HealthTech,Core,paid_search,254.85,2063,72,5,MQL,126123.54,R005,107,open,0,12612.35
2029-05-24,A01356,SMB,LATAM,HealthTech,Add-on B,paid_search,156.85,2346,82,8,MQL,3195.85,R039,63,open,0,639.17
2029-05-25,A01049,SMB,APAC,FinTech,Core,events,1308.47,23983,0,0,Proposal,7863.49,R040,53,open,1,0.0
2029-05-26,A01298,SMB,NA,SaaS,Core,paid_social,727.25,11245,134,4,SAL,7980.65,R040,48,open,0,0.0
2029-05-27,A01291,SMB,NA,AI/ML,Core,partner,34.62,547,0,1,MQL,7564.3,R009,63,open,0,0.0
2029-05-28,A01197,SMB,NA,HealthTech,Core,outbound,303.55,2669,0,0,SAL,7918.97,R019,59,open,0,1583.79
2029-05-29,A00754,Mid-Market,NA,HealthTech,Core,paid_social,288.79,4787,57,3,MQL,30944.61,R013,76,open,0,0.0
2029-05-30,A00150,Enterprise,EMEA,HealthTech,Core,partner,49.42,637,0,0,MQL,101652.86,R012,113,open,0,20330.57
2029-05-31,A00005,SMB,EMEA,HealthTech,Core,partner,37.22,509,0,0,MQL,7076.14,R041,46,open,0,707.61
2029-06-01,A00307,Mid-Market,APAC,Ecommerce,Core,outbound,24.62,369,0,0,MQL,41593.5,R006,73,open,0,0.0
2029-06-02,A00647,SMB,APAC,Ecommerce,Core,outbound,23.56,464,0,0,SAL,9570.2,R027,50,open,0,0.0
2029-06-03,A01115,Enterprise,NA,HealthTech,Core,partner,11.65,197,0,0,SAL,132072.55,R032,135,open,0,0.0
2029-06-04,A00684,SMB,LATAM,SaaS,Core,outbound,32.07,519,0,0,MQL,9079.01,R004,52,open,0,0.0
2029-06-05,A00035,SMB,EMEA,AI/ML,Core,referral,35.05,462,0,1,SQL,6731.41,R039,47,open,0,2019.42
2029-06-06,A00316,Mid-Market,NA,FinTech,Add-on A,paid_search,142.86,1201,42,4,SQL,7430.59,R010,65,open,0,0.0
2029-06-07,A01468,Mid-Market,APAC,SaaS,Core,events,315.47,4563,0,0,SAL,29297.16,R019,79,open,0,2929.72
2029-06-08,A01482,Mid-Market,NA,SaaS,Add-on A,events,2277.16,36276,0,1,MQL,7221.18,R024,49,open,1,0.0
2029-06-09,A00566,Mid-Market,EMEA,Ecommerce,Core,paid_search,101.32,1666,58,8,MQL,38462.78,R039,63,open,0,3846.28
2029-06-10,A01207,Mid-Market,APAC,FinTech,Core,paid_search,73.7,1127,39,4,Closed-Won,28789.64,R044,84,closed,0,0.0
2029-06-11,A01079,SMB,NA,SaaS,Add-on B,paid_search,104.45,1212,42,9,MQL,3774.77,R011,58,open,0,0.0
2029-06-12,A01396,SMB,APAC,AI/ML,Core,paid_social,263.99,2812,33,3,MQL,8492.92,R018,44,open,0,0.0
2029-06-13,A01331,SMB,NA,FinTech,Core,paid_search,962.8,8743,306,27,SQL,6946.8,R027,48,open,0,0.0
2029-06-14,A00943,SMB,APAC,AI/ML,Core,paid_social,121.08,1989,23,1,Proposal,9016.07,R019,50,open,0,1803.21
2029-06-15,A00592,SMB,NA,AI/ML,Core,referral,13.17,258,0,2,Commit,9035.82,R004,55,open,0,903.58
2029-06-16,A00940,Mid-Market,NA,SaaS,Core,outbound,8.59,122,0,0,MQL,35894.44,R035,71,open,0,0.0
2029-06-17,A00479,SMB,NA,Ecommerce,Core,outbound,66.81,1074,0,0,Closed-Lost,6691.15,R025,30,closed,0,0.0
2029-06-18,A00522,Mid-Market,APAC,Ecommerce,Core,paid_search,70.17,1144,40,5,MQL,33610.89,R006,80,open,0,0.0
2029-06-19,A00913,Mid-Market,NA,SaaS,Add-on B,referral,1.4,13,0,0,Proposal,14271.81,R029,104,open,0,0.0
2029-06-20,A00857,Mid-Market,APAC,FinTech,Core,paid_search,500.44,5155,180,23,MQL,38413.14,R040,61,open,0,0.0
2029-06-21,A00871,Mid-Market,NA,HealthTech,Core,paid_social,385.63,4048,48,0,Closed-Won,32179.05,R029,73,closed,0,0.0
2029-06-22,A00577,SMB,EMEA,SaaS,Add-on A,events,456.09,8754,0,0,Commit,2298.53,R021,39,open,0,229.85
2029-06-23,A00614,SMB,NA,Ecommerce,Core,partner,86.59,708,0,2,Proposal,7202.36,R035,81,open,0,2160.71
2029-06-24,A00016,Mid-Market,NA,FinTech,Add-on B,partner,12.28,177,0,2,SQL,16789.91,R012,60,open,0,0.0
2029-06-25,A00903,Mid-Market,LATAM,AI/ML,Core,outbound,88.98,1114,0,0,MQL,29610.77,R005,72,open,0,2961.08
2029-06-26,A00864,SMB,NA,AI/ML,Core,outbound,128.32,2041,0,0,SAL,9065.44,R022,39,open,0,0.0
2029-06-27,A01403,SMB,EMEA,Ecommerce,Add-on B,events,1909.19,20325,0,0,MQL,2729.24,R013,26,open,0,0.0
2029-06-28,A00756,Mid-Market,EMEA,SaaS,Core,outbound,56.68,1107,0,0,SQL,38630.38,R022,55,open,0,0.0
2029-06-29,A00701,Mid-Market,EMEA,SaaS,Add-on A,paid_search,179.11,2144,75,9,MQL,10018.05,R031,83,open,0,0.0
2029-06-30,A00102,SMB,EMEA,SaaS,Core,paid_search,580.0,11084,387,46,MQL,7401.34,R038,55,open,0,0.0
2029-07-01,A00295,SMB,APAC,HealthTech,Add-on A,partner,42.56,641,0,0,MQL,1681.07,R027,36,open,0,168.11
2029-07-02,A00507,Enterprise,EMEA,Ecommerce,Core,partner,4.08,52,0,0,Proposal,143995.64,R027,141,open,1,0.0
2029-07-03,A00566,SMB,EMEA,SaaS,Core,paid_social,348.24,5852,70,4,SAL,9507.37,R042,11,open,0,950.74
2029-07-04,A00544,Enterprise,EMEA,Ecommerce,Core,paid_search,291.0,4259,149,10,SAL,132327.41,R040,101,open,1,0.0
2029-07-05,A00591,SMB,EMEA,SaaS,Add-on B,paid_search,432.5,4179,146,16,MQL,3054.71,R035,32,open,0,0.0
2029-07-06,A01153,Mid-Market,NA,FinTech,Core,paid_social,117.54,1933,23,2,MQL,29881.61,R041,74,open,0,0.0
2029-07-07,A00197,SMB,EMEA,HealthTech,Core,paid_search,242.95,3633,127,12,SAL,7737.76,R021,38,open,0,0.0
2029-07-08,A00499,SMB,NA,AI/ML,Add-on B,outbound,22.12,327,0,0,MQL,3482.04,R034,41,open,0,0.0
2029-07-09,A00245,Enterprise,APAC,Ecommerce,Core,paid_search,149.75,2524,88,6,SQL,103313.47,R024,127,open,0,0.0
2029-07-10,A00462,Mid-Market,LATAM,HealthTech,Core,paid_search,318.69,5048,176,22,SAL,28235.21,R028,96,open,0,2823.52
2029-07-11,A01027,Enterprise,LATAM,SaaS,Core,paid_search,270.14,3348,117,6,Closed-Lost,139393.69,R030,132,closed,0,0.0
2029-07-12,A00071,SMB,APAC,FinTech,Core,outbound,7.76,91,0,0,MQL,8639.97,R004,45,open,0,0.0
2029-07-13,A00509,Enterprise,EMEA,Ecommerce,Core,paid_social,153.58,1690,20,0,MQL,129304.33,R001,118,open,0,0.0
2029-07-14,A00036,Enterprise,APAC,SaaS,Core,paid_social,212.83,3171,38,1,Closed-Won,141464.92,R042,136,closed,0,0.0
2029-07-15,A01432,Mid-Market,NA,Ecommerce,Core,outbound,109.53,1270,0,0,Commit,35289.87,R017,103,open,0,0.0
2029-07-16,A01091,SMB,EMEA,Ecommerce,Core,outbound,27.42,258,0,0,SAL,7417.85,R003,54,open,0,0.0
2029-07-17,A00366,Mid-Market,NA,Ecommerce,Core,paid_social,316.07,5497,65,3,MQL,40731.96,R006,67,open,0,0.0
2029-07-18,A00298,Mid-Market,NA,FinTech,Core,outbound,309.4,3251,0,0,SAL,41801.36,R002,78,open,0,0.0
2029-07-19,A00149,Enterprise,LATAM,FinTech,Add-on A,paid_social,343.24,3425,41,1,SAL,24245.52,R011,128,open,0,4849.1
2029-07-20,A00709,SMB,APAC,SaaS,Core,outbound,97.23,1768,0,0,MQL,7458.15,R033,36,open,0,0.0
2029-07-21,A01130,SMB,EMEA,FinTech,Core,paid_social,527.6,8666,103,12,MQL,7559.7,R037,57,open,0,0.0
2029-07-22,A00876,SMB,NA,HealthTech,Core,partner,35.36,607,0,1,SAL,6755.93,R003,48,open,0,0.0
2029-07-23,A01321,Mid-Market,EMEA,SaaS,Core,partner,41.93,511,0,1,MQL,31102.03,R025,92,open,0,3110.2
2029-07-24,A00516,Enterprise,NA,HealthTech,Add-on A,outbound,143.78,2215,0,0,Commit,24293.49,R030,105,open,0,0.0
2029-07-25,A00417,SMB,APAC,FinTech,Core,partner,11.67,223,0,0,MQL,8628.53,R038,18,open,0,0.0
2029-07-26,A00717,Mid-Market,LATAM,HealthTech,Add-on B,paid_search,147.74,1683,58,8,Closed-Lost,11798.67,R040,69,closed,0,3539.6
2029-07-27,A00303,Enterprise,NA,FinTech,Add-on A,outbound,35.92,317,0,1,SAL,34651.53,R040,120,open,0,3465.15
2029-07-28,A01463,SMB,NA,AI/ML,Add-on A,paid_search,67.46,677,23,1,Closed-Lost,2067.18,R032,17,closed,1,0.0
2029-07-29,A00279,SMB,NA,FinTech,Add-on A,paid_search,548.81,10300,360,41,Proposal,1884.93,R036,35,open,0,0.0
2029-07-30,A00718,Mid-Market,NA,AI/ML,Core,events,747.12,8501,0,0,MQL,39324.42,R033,94,open,0,0.0
2029-07-31,A00783,Mid-Market,NA,SaaS,Add-on B,outbound,94.23,1309,0,0,MQL,14843.75,R034,82,open,0,1484.38
2029-08-01,A00086,SMB,NA,SaaS,Add-on A,outbound,355.31,5121,0,0,MQL,2202.42,R040,47,open,0,0.0
2029-08-02,A00703,Enterprise,NA,SaaS,Core,referral,23.8,464,0,0,SQL,138133.27,R008,104,open,0,0.0
2029-08-03,A00682,Mid-Market,NA,HealthTech,Core,events,359.84,4180,0,0,MQL,39307.31,R004,93,open,0,0.0
2029-08-04,A00389,Enterprise,NA,AI/ML,Core,partner,139.21,1984,0,0,SQL,133398.84,R012,113,open,0,0.0
2029-08-05,A00192,Enterprise,APAC,SaaS,Core,referral,24.61,479,0,1,Commit,131032.49,R042,121,open,0,13103.25
2029-08-06,A00068,Enterprise,NA,Ecommerce,Core,referral,40.28,419,0,0,SAL,114119.44,R031,126,open,0,0.0
2029-08-07,A00013,Mid-Market,APAC,Ecommerce,Add-on A,paid_search,173.17,2627,91,12,SQL,9281.41,R021,77,open,0,0.0
2029-08-08,A00722,SMB,NA,FinTech,Core,events,2837.2,24863,0,2,Commit,8210.24,R014,67,open,0,0.0
2029-08-09,A00135,Mid-Market,NA,FinTech,Core,outbound,127.6,1423,0,0,Proposal,41488.24,R009,83,open,0,4148.82
2029-08-10,A01439,SMB,NA,AI/ML,Core,partner,18.95,167,0,0,MQL,8002.99,R017,50,open,0,0.0
2029-08-11,A00367,Mid-Market,APAC,Ecommerce,Core,paid_search,213.93,2558,89,6,MQL,31105.45,R042,73,open,0,0.0
2029-08-12,A00979,SMB,NA,FinTech,Core,paid_social,302.6,3170,38,1,SAL,7864.73,R042,51,open,0,1572.95
2029-08-13,A01010,Mid-Market,EMEA,AI/ML,Add-on A,paid_social,313.72,5515,66,6,MQL,8451.28,R043,71,open,0,0.0
2029-08-14,A00743,SMB,NA,HealthTech,Core,paid_social,575.21,7800,93,2,SAL,7899.25,R032,47,open,0,0.0
2029-08-15,A01325,SMB,LATAM,SaaS,Add-on B,referral,40.14,516,0,2,Closed-Won,3303.72,R026,39,closed,0,0.0
2029-08-16,A00166,SMB,NA,AI/ML,Add-on A,paid_search,327.32,5337,186,20,SAL,2358.42,R005,37,open,0,235.84
2029-08-17,A00351,Mid-Market,NA,AI/ML,Add-on A,paid_social,161.68,3131,37,1,MQL,7983.78,R027,61,open,0,0.0
2029-08-18,A00379,Mid-Market,APAC,HealthTech,Core,outbound,108.71,1263,0,0,MQL,41567.8,R032,70,open,0,0.0
2029-08-19,A00203,SMB,NA,Ecommerce,Add-on A,paid_social,282.49,2486,29,0,Commit,2223.67,R019,39,open,1,0.0
2029-08-20,A00442,Enterprise,NA,FinTech,Add-on B,paid_search,514.24,4791,167,12,MQL,41912.08,R035,147,open,0,0.0
2029-08-21,A00469,Enterprise,APAC,AI/ML,Add-on A,outbound,16.67,304,0,0,MQL,27365.29,R026,134,open,1,0.0
2029-08-22,A01147,SMB,NA,FinTech,Core,events,4121.18,74800,0,0,SAL,9309.84,R041,42,open,0,0.0
2029-08-23,A00453,Mid-Market,NA,FinTech,Add-on A,partner,9.1,124,0,0,SAL,9804.7,R005,68,open,1,0.0
2029-08-24,A01315,SMB,NA,HealthTech,Core,outbound,93.63,914,0,0,MQL,6858.75,R031,54,open,0,1371.75
2029-08-25,A01159,SMB,NA,FinTech,Core,partner,42.78,612,0,0,SAL,8270.62,R016,74,open,1,0.0
2029-08-26,A01352,Mid-Market,LATAM,Ecommerce,Add-on A,paid_search,117.17,1877,65,6,SAL,7969.48,R005,86,open,0,0.0
2029-08-27,A00158,SMB,EMEA,Ecommerce,Add-on A,outbound,49.48,593,0,0,MQL,2103.8,R014,19,open,0,0.0
2029-08-28,A01476,Enterprise,EMEA,HealthTech,Core,events,3485.96,31339,0,1,SAL,104331.94,R034,132,open,1,10433.19
2029-08-29,A00921,Enterprise,NA,Ecommerce,Core,outbound,112.46,1334,0,0,SQL,112891.82,R009,135,open,1,0.0
2029-08-30,A01473,Enterprise,EMEA,HealthTech,Add-on B,paid_social,279.43,4551,54,3,MQL,45859.75,R029,152,open,0,4585.97
2029-08-31,A00532,Mid-Market,EMEA,AI/ML,Core,paid_search,527.55,10414,364,32,Closed-Lost,35527.92,R009,71,closed,0,0.0
2029-09-01,A01429,Mid-Market,NA,FinTech,Core,paid_search,66.96,688,24,2,MQL,31350.44,R021,77,open,1,0.0
2029-09-02,A00883,Enterprise,APAC,Ecommerce,Add-on A,referral,63.95,1213,0,0,SAL,32732.96,R007,126,open,0,6546.59
2029-09-03,A00108,SMB,EMEA,HealthTech,Add-on A,referral,7.49,100,0,1,SQL,2247.41,R034,33,open,0,224.74
2029-09-04,A00615,SMB,APAC,AI/ML,Core,paid_search,325.95,5201,182,24,SAL,8447.97,R039,32,open,0,0.0
2029-09-05,A00207,Mid-Market,NA,FinTech,Core,outbound,131.04,2406,0,0,MQL,40643.14,R024,80,open,0,0.0
2029-09-06,A01411,SMB,NA,SaaS,Core,outbound,96.1,1411,0,0,SAL,8929.58,R018,21,open,0,0.0
2029-09-07,A00457,SMB,APAC,AI/ML,Core,events,1298.76,11347,0,0,Closed-Won,6540.85,R042,25,closed,0,0.0
2029-09-08,A00334,SMB,APAC,AI/ML,Add-on A,paid_social,74.65,835,10,2,SAL,1667.78,R042,57,open,0,0.0
2029-09-09,A00829,Mid-Market,NA,Ecommerce,Add-on A,referral,4.49,79,0,0,MQL,9309.89,R041,82,open,0,930.99
2029-09-10,A00638,SMB,NA,HealthTech,Core,outbound,198.83,2909,0,0,MQL,8710.0,R035,63,open,0,1742.0
2029-09-11,A00146,SMB,APAC,HealthTech,Core,outbound,114.33,1366,0,0,SAL,9497.3,R010,51,open,0,0.0
2029-09-12,A01224,SMB,NA,Ecommerce,Core,outbound,70.28,1054,0,0,MQL,6410.66,R008,45,open,0,0.0
2029-09-13,A01268,SMB,NA,Ecommerce,Core,outbound,53.27,597,0,0,Proposal,7158.27,R020,64,open,0,0.0
2029-09-14,A01114,Enterprise,EMEA,FinTech,Core,paid_search,44.9,489,17,1,Closed-Won,135924.05,R025,113,closed,0,13592.4
2029-09-15,A00925,SMB,NA,SaaS,Core,partner,31.33,562,0,0,Closed-Won,9252.91,R009,39,closed,0,925.29
2029-09-16,A00604,Mid-Market,NA,SaaS,Add-on A,paid_social,350.94,4492,53,2,MQL,8625.51,R007,74,open,0,1725.1
2029-09-17,A00814,Mid-Market,NA,FinTech,Core,referral,1.42,15,0,0,SAL,34772.58,R015,81,open,0,0.0
2029-09-18,A00781,SMB,LATAM,Ecommerce,Add-on A,referral,4.48,57,0,0,MQL,2282.9,R016,44,open,0,228.29
2029-09-19,A00248,Enterprise,NA,HealthTech,Core,outbound,96.42,1836,0,1,MQL,118078.5,R010,97,open,0,0.0
2029-09-20,A00123,Mid-Market,EMEA,Ecommerce,Add-on A,events,1031.36,10488,0,1,SAL,9756.0,R021,71,open,0,0.0
2029-09-21,A00380,Mid-Market,LATAM,HealthTech,Add-on B,paid_search,355.09,3630,127,13,MQL,16512.89,R023,74,open,0,0.0
2029-09-22,A00682,SMB,EMEA,FinTech,Core,paid_social,102.02,1249,14,3,MQL,7237.91,R005,46,open,0,0.0
2029-09-23,A00241,SMB,EMEA,Ecommerce,Core,outbound,160.97,1404,0,0,Proposal,7278.08,R001,38,open,1,0.0
2029-09-24,A00160,Enterprise,EMEA,Ecommerce,Add-on A,paid_search,314.21,2796,97,14,Proposal,35263.23,R002,127,open,0,0.0
2029-09-25,A01278,Mid-Market,NA,AI/ML,Core,paid_search,174.31,1417,49,2,Closed-Won,33940.19,R035,50,closed,0,3394.02
2029-09-26,A00563,Enterprise,EMEA,AI/ML,Core,partner,3.64,35,0,0,MQL,96754.9,R036,126,open,0,0.0
2029-09-27,A00876,Enterprise,LATAM,FinTech,Core,paid_social,168.24,2638,31,0,Commit,120119.51,R007,146,open,0,0.0
2029-09-28,A00786,SMB,APAC,Ecommerce,Add-on B,paid_social,654.26,6776,81,6,MQL,3349.45,R042,35,open,0,334.95
2029-09-29,A01102,Mid-Market,NA,FinTech,Core,paid_search,403.83,5061,177,16,MQL,31426.33,R013,75,open,0,0.0
2029-09-30,A01109,Mid-Market,NA,AI/ML,Core,outbound,115.11,1895,0,0,SAL,38183.75,R040,71,open,0,0.0
2029-10-01,A00444,Mid-Market,APAC,Ecommerce,Core,paid_social,139.49,1169,14,1,SAL,31261.2,R008,71,open,0,0.0
2029-10-02,A01272,SMB,NA,AI/ML,Add-on A,outbound,248.65,2612,0,0,SAL,1695.72,R036,29,open,0,0.0
2029-10-03,A00557,SMB,APAC,FinTech,Core,events,627.44,12517,0,0,Proposal,7197.97,R016,74,open,0,719.8
2029-10-04,A01252,Mid-Market,NA,SaaS,Add-on B,paid_search,115.88,1757,61,11,MQL,14189.9,R035,80,open,0,0.0
2029-10-05,A00607,Mid-Market,APAC,SaaS,Add-on A,paid_social,176.48,2809,33,0,Closed-Won,9995.26,R004,64,closed,0,0.0
2029-10-06,A00167,Mid-Market,APAC,HealthTech,Core,paid_search,255.79,3630,127,25,MQL,35410.65,R026,63,open,0,0.0
2029-10-07,A01140,SMB,EMEA,AI/ML,Core,referral,19.6,383,0,2,SQL,9116.75,R038,45,open,0,0.0
2029-10-08,A00046,SMB,NA,Ecommerce,Add-on A,paid_search,63.85,621,21,3,Closed-Won,1651.35,R006,12,closed,0,0.0
2029-10-09,A01158,Enterprise,APAC,AI/ML,Add-on A,paid_search,382.16,3366,117,11,SAL,28471.04,R019,135,open,0,2847.1
2029-10-10,A00065,SMB,NA,HealthTech,Core,paid_social,82.35,1465,17,1,Commit,7792.57,R040,37,open,0,0.0
2029-10-11,A00311,SMB,NA,AI/ML,Core,paid_search,210.95,1697,59,3,SQL,8965.52,R041,50,open,0,0.0
2029-10-12,A00905,Mid-Market,EMEA,AI/ML,Core,events,643.96,9491,0,0,MQL,36549.06,R023,81,open,1,0.0
2029-10-13,A01412,SMB,NA,FinTech,Core,paid_social,315.38,2528,30,1,SQL,8912.12,R003,59,open,0,0.0
2029-10-14,A00613,Mid-Market,EMEA,AI/ML,Core,partner,37.04,451,0,0,SQL,32739.79,R042,82,open,0,0.0
2029-10-15,A00181,SMB,NA,SaaS,Core,paid_search,49.05,775,27,1,MQL,9388.9,R008,56,open,0,938.89
2029-10-16,A00350,Enterprise,NA,HealthTech,Core,events,2112.54,30775,0,1,SAL,135055.51,R019,135,open,0,0.0
2029-10-17,A01344,Enterprise,APAC,HealthTech,Add-on B,outbound,162.03,2384,0,0,MQL,55977.32,R037,115,open,0,5597.73
2029-10-18,A01090,Enterprise,NA,FinTech,Add-on A,paid_search,107.25,1060,37,3,MQL,27153.55,R005,152,open,1,0.0
2029-10-19,A00151,Mid-Market,EMEA,AI/ML,Add-on A,outbound,79.32,915,0,1,Closed-Lost,7022.99,R021,80,closed,0,0.0
2029-10-20,A00577,SMB,EMEA,Ecommerce,Core,referral,35.04,578,0,0,Closed-Won,8369.54,R028,44,closed,1,0.0
2029-10-21,A00397,Mid-Market,APAC,SaaS,Core,outbound,182.05,1507,0,0,SQL,34896.1,R003,62,open,0,0.0
2029-10-22,A00267,Enterprise,EMEA,SaaS,Core,partner,46.63,706,0,0,MQL,133389.8,R022,116,open,0,26677.96
2029-10-23,A01269,Mid-Market,APAC,SaaS,Add-on A,outbound,235.88,3350,0,0,MQL,7341.23,R003,81,open,0,0.0
2029-10-24,A00926,Mid-Market,NA,FinTech,Core,paid_social,1069.97,12976,155,1,MQL,36336.25,R029,76,open,0,3633.63
2029-10-25,A00270,Mid-Market,NA,SaaS,Core,partner,24.93,299,0,0,MQL,30784.58,R040,102,open,1,0.0
2029-10-26,A00976,Mid-Market,LATAM,FinTech,Add-on B,paid_search,56.26,989,34,1,Proposal,14081.75,R009,69,open,0,0.0
2029-10-27,A00620,Mid-Market,APAC,Ecommerce,Add-on B,events,1896.23,23862,0,1,SAL,12086.6,R012,85,open,0,0.0
2029-10-28,A00093,SMB,EMEA,AI/ML,Core,outbound,54.45,487,0,0,SAL,9319.5,R006,28,open,0,0.0
2029-10-29,A00675,Mid-Market,EMEA,Ecommerce,Add-on A,referral,22.74,444,0,0,MQL,7641.47,R019,107,open,0,0.0
2029-10-30,A00278,Mid-Market,EMEA,HealthTech,Core,partner,13.3,127,0,0,Commit,36051.07,R001,57,open,0,0.0
2029-10-31,A00368,SMB,NA,Ecommerce,Core,paid_search,105.51,1853,64,8,MQL,6417.95,R040,76,open,1,641.8
2029-11-01,A01318,Enterprise,APAC,AI/ML,Core,outbound,118.84,970,0,0,MQL,103509.05,R005,117,open,0,0.0
2029-11-02,A01065,Mid-Market,APAC,SaaS,Core,paid_search,665.8,8237,288,30,MQL,34990.68,R030,41,open,1,0.0
2029-11-03,A00202,SMB,EMEA,AI/ML,Add-on A,outbound,39.07,554,0,0,MQL,1632.77,R015,65,open,0,0.0
2029-11-04,A01277,Enterprise,NA,Ecommerce,Core,outbound,99.07,827,0,0,SAL,122053.57,R034,121,open,0,36616.07
2029-11-05,A00861,Mid-Market,NA,FinTech,Core,paid_search,79.43,1335,46,6,SQL,30580.68,R003,68,open,0,0.0
2029-11-06,A01311,Mid-Market,NA,HealthTech,Add-on B,referral,65.14,724,0,0,SAL,15268.62,R021,84,open,0,0.0
2029-11-07,A01120,SMB,APAC,HealthTech,Core,paid_social,58.16,842,10,2,MQL,9178.53,R005,54,open,1,0.0
2029-11-08,A00509,Enterprise,EMEA,SaaS,Core,events,401.14,7023,0,1,Closed-Won,132410.21,R031,126,closed,0,0.0
2029-11-09,A00802,SMB,NA,FinTech,Core,partner,6.93,104,0,0,SQL,6602.85,R009,62,open,0,0.0
2029-11-10,A00796,Mid-Market,EMEA,FinTech,Core,outbound,117.31,1579,0,1,Commit,34948.85,R026,78,open,1,6989.77
2029-11-11,A01080,SMB,LATAM,SaaS,Core,events,327.88,3945,0,1,MQL,6755.77,R018,54,open,0,0.0
2029-11-12,A00373,Mid-Market,NA,HealthTech,Core,paid_search,64.68,552,19,3,Closed-Won,33726.81,R008,67,closed,0,0.0
2029-11-13,A00500,Mid-Market,EMEA,HealthTech,Add-on B,paid_search,239.13,4532,158,15,SQL,15901.46,R009,86,open,0,0.0
2029-11-14,A00367,Mid-Market,EMEA,FinTech,Core,paid_search,314.5,4749,166,19,SAL,28576.24,R026,67,open,0,0.0
2029-11-15,A00444,Mid-Market,NA,SaaS,Core,paid_social,360.14,5610,67,3,MQL,31523.13,R010,58,open,0,6304.63
2029-11-16,A00242,Enterprise,EMEA,AI/ML,Core,paid_social,297.95,3958,47,1,MQL,135675.36,R041,116,open,0,0.0
2029-11-17,A00055,Mid-Market,EMEA,Ecommerce,Add-on B,events,1220.07,15217,0,0,Proposal,13473.19,R034,70,open,0,1347.32
2029-11-18,A01410,SMB,NA,HealthTech,Core,outbound,65.28,558,0,0,MQL,7153.14,R016,58,open,0,715.31
2029-11-19,A00112,Enterprise,NA,Ecommerce,Core,paid_search,42.62,427,14,1,SQL,141571.7,R018,98,open,0,0.0
2029-11-20,A01332,Mid-Market,APAC,FinTech,Add-on B,outbound,82.63,1082,0,0,SQL,12072.09,R022,91,open,0,2414.42
2029-11-21,A00005,Enterprise,NA,FinTech,Core,partner,20.46,223,0,0,Proposal,133853.18,R036,110,open,0,40155.95
